text,target
['KIGALI — ' 'Eighteen people died overnight on Monday when heavy rains ripped through several parts of Rwanda causing landslides the government said.' '' 'The East African nation dubbed a country of a thousand hills has recently been affected by landslides as a result of heavy downpours flattening houses on mountain slopes.' '' '“Eighteen people passed on due to disasters caused by heavy rains in the night of 23rd April” Rwanda’s ministry in charge of disaster management said on Twitter.' '' 'Seven people died in Rwanda’s north eight in the capital Kigali and three in Gatsibo in the east with 79 houses and 56 hectares of crops destroyed it said. The ministry was still assessing the extent of damage from the heavy rain.' '' 'The government has in the past urged Rwandans who live on mountain slopes to move to areas less prone to disasters.' '' 'Monday’s toll follows the deaths of 51 people in heavy rains and lightning between January and mid-April the ministry said.' '' 'That toll included 16 people who died when lightning struck a church in March.'],1
"['KIGALI 18 April 2012 (IRIN) - Hundreds of people have been displaced and several killed by flash floods in the mountainous district of Musanze in northern Rwanda and in the western districts of Nyabihu and Rubavu say officials.' '' '""The region has received non-stop rain for the whole past week and more floodwater should be expected in the coming days as well"" a senior researcher with Rwanda Meteorological Services told IRIN.' '' 'At least 876 hectares of land has been inundated turning floodplains into raging rivers which damaged roads bridges schools and clinics said the Ministry for Disaster Management and Refugee Affairs.' '' 'Food and non-food assistance is being provided to the affected residents some of whom are seeking refuge in makeshift camps according to Rwanda Red Cross Northern Province representative Muhayimana Marie Solange.' '' 'The government is helping to airlift supplies to those cut off by the floods. An assessment of flood damage is yet to be carried out.']",1
['KIGALI Rwanda (AP) — Rwanda police say two people were killed and two others seriously wounded following a grenade attack in the capital.' '' 'Rwandan police said that 30 other people received minor injuries after the grenade went off on Friday evening in Gitega Sector of Kigali’s Nyarugenge District.' '' 'Police say one person has been arrested in connection to the blast and urged residents to remain calm as investigations continue.' '' 'Rwanda had been hit by series of grenade attacks surrounding the 2010 elections. President Paul Kagame won that election by a landslide though the vote was criticized for banning opposition parties.'],1
['NGOMA - A landslide at Ngara mining site in a remote part of Karembo Sector in Ngoma District killed at least six people who were illegally digging for cassiterite minerals Mayor Francois Ntiyotwagira confirmed yesterday.' '' 'The accident took place Friday morning at a mining site which was abandoned a year ago by Rwanda Metals a mining company.' '' '“Cassiterite is in abundance in most parts but remains unexploited. Rwanda Metals did us great disservice when it unceremoniously abandoned the mines” he said.' '' '“Apart from the Friday incident we have not been experiencing any problems. The mines are closed until further notice” the Mayor said.' '' 'Ngoma District Police Commander (DPC) Supt Albert Gakara said the victims were all area residents.' '' 'He explained that three other miners managed to escape unhurt while one was injured and is admitted at Kibungo Hospital.' '' '“We have reinforced security at the mines and will continue to sensitise the population on the dangers of illegal mining” he said.' '' 'A 27-year-old man Augustin Rwasimikore was one of the survivors of the accident.' '' '“I was carrying some stones when I felt the sand sliding away and fell face down into the pit” he told The New Times. “I was so lucky to have survived.”' '' 'Similar incidents recently occurred in Rwamagana District where at least 20 illegal miners died in the sectors of Mwurile and Musha.' '' 'The persistence of illegal miners is attributed to local businesspersons who pay the area residents to search for minerals.'],1
['NYABIHU - At least four people have been confirmed dead and 17 seriously injured following heavy rains that started on Friday night in Rubavu and Nyabihu districts.' '' 'According to Rubavu Sector Executive Secretary three children from one family drowned when floods destroyed part of their house. Another person died in Rugerero Sector.' '' 'Western province Executive Secretary Paul Jabo told Sunday Times that government was bringing in tents to evacuate residents on Rubavu hill' '' 'Nyundo seminary was also affected by the floods and students expressed fear that they are likely to persist.' '' 'The head of the seminary Rev. Fr. Vincent Harorimana also expressed worry wondering what the school would do should there be more heavy rainy and floods.' '' '“We are doing what we can but it is becoming increasingly difficult to cope” said Harorimana' '' 'Nyundo Health Centre was also affected when Sebeya River overflowed forcing patients to flee the hospital.' 'Harorimana said that the army intervened to help in rescue efforts at the seminary and health centre.' '' 'A meeting to decide the fate of residents of Rubavu hill was held at the district headquarters and chaired by the Minister of Forestry and Mines Christophe Bazivamo.'],1
"['Kigali — EXTREME weather marked by heavy winds has left at least three people dead and 24 others injured in Rwanda. Some 5 850 people from 1 170 households have been left homeless and vulnerable in the districts of Bugesera Gicumbi Huye Kirehe Ngoma Nyabihu Nyamasheke Rubavu and Rusizi. These are in the eastern southern and western provinces. The affected areas earlier the experienced heavy rainfall associated with heavy storms which resulted in destruction of houses and community farm lands. The 640 families affected by heavy winds are currently accommodated in nearby communities after their homes were damaged and a variety of household material destroyed. Vast hectares of crops including the staple cassava have been damaged triggering food insecurity. The Red Cross lamented that chronically ill people the elderly female-headed households lactating mothers and under-five children as well as pregnant women were most vulnerable. ""Furthermore latrines and other sanitation infrastructure were also estroyed increasing the risk of diseases outbreak particularly during the current rainy season"" said an official. - CAJ News']",1
['A 4.8 magnitude earthquake hit Western Rwanda on Friday the U.S. Geological Survey reported.' '' 'The quake struck 26 km from Cyangugu on the Rwanda-Congo border at 16:11 p.m. local time with a depth of 10 km the USGS said.' '' 'There were no deaths but at least 14 people were injured and a few houses destroyed according to local officials.' '' 'The injured were admitted at Gihundwe hospital but assessment of general damages was still ongoing.'],1
['KARONGI-Ten people were killed on Friday after they were swept away by floods during a heavy afternoon downpour in Karongi district.' '' 'Two of the victims identified as Micheal Habumugisha 50 and Salviri Ndeberwanimana 22 were from Rwankuba Sector. The identities of the others were not readily available.' '' ' “The two men were simply sharing a drink as they chatted when the hard flowing water swept them into a nearby river” Bernard Uwayezu said at the scene of the accident' '' 'The bodies of the victims were later discovered floating in Lake Kivu.' '' 'Heavy rains that continuously pounded most areas of the district also destroyed crops livestock and swept away a motorcycle belonging to one of the deceased a grinding machine and an assortment of household property.' '' 'In another sector known as Gitesi yesterday morning residents woke up to find a mudslide as a result of the profuse rains. No deaths were reported.' '' 'Nicolas Karasanyi the Sector Executive Secretary said that transport was now paralyzed because most bridges linking the road-network were destroyed.'],1
['Nyabihu — Nyabihu has become one of the most disaster prone districts. On Thursday the district was again hit by floods which destroyed 12 houses and left 27 others submerged.' '' 'The heavy evening downpour was also characterized by lightning that struck one student dead leaving 16 others critically injured.'],1
"[""At least one grenade was thrown at passengers at a bus station in Rwanda's capital late on Wednesday wounding at least seven people in an attack that came just hours after the final count showed that President Paul Kagame had won re-election."" '' 'At least seven people were wounded including two children in a grenade attack in the Rwandan capital on Wednesday just hours after the final results came in from a much-criticised presidential election that saw no real opposition.' '' 'Police said a grenade was thrown in the rush-hour attack at Kigali’s main bus station while witnesses said they saw two grenades thrown.' ' ' '“We were waiting for a bus when we saw a car pull up” one injured man told FRANCE 24. “The car stopped and a few seconds later something was thrown which exploded. Shortly afterwards a motorbike pulled up and the driver threw a second device which also exploded. People fell to the ground. I could not get up.”' ' ' 'Another victim told FRANCE 24: “I was hit in the arm. Doctors say they will remove a piece of shrapnel later. There were many many people wounded.' ' ' 'It is the fourth such grenade attack in the Rwandan capital since February. No one has ever claimed responsibility for these deadly attacks in which a total of four people have been killed.' ' ' 'An election without opposition' ' ' 'Wednesday’s attack took place just hours after it was announced that incumbent President Paul Kagame had won the election with 93% of the vote.' ' ' 'The election campaign was marked by a series of arrests and killings of opposition figures. Those opposition candidates that did stand were all allied to Kagame’s ruling party and backed him in the previous election in 2003.' ' ' 'Kagame denied that he or his party had any involvement in the killing of a journalist and an opposition figure in the run-up to the election.' ' ' 'Three parties that had been set up to challenge Kagame’s hold on power were barred from the election on administrative grounds. These parties subsequently denounced the election as a sham arguing that it is little more than a facade to prop up a repressive regime.' ' ' ""Paul Kegame's  supporters credit him with ending Rwanda's 1994 genocide which claimed some 800000 lives and for the period of relative stability and growth that Rwanda has since enjoyed. Kagame has been the de facto leader of the small landlocked East African nation since the genocide."" ' ' 'Kagame is himself a Tutsi the tribe which before colonial intervention traditionally ruled over the majority Hutu country.' ' ' 'Observers from the Commonwealth (which Rwanda joined last year) said that although there was little evidence of fraud the election was marred by the absence of “critical opposition voices”.' 'The EU hailed the election for its “calm atmosphere and high voter turnout” noting however that “some progress remains to be made in ensuring fundamental freedoms.”']",1
['Two people died on Wednesday in Rwamagana district after a cliff of a closed granite mining site in Bicumbi Cell Mwulire sector caved in.Police said the victims were mining illegally when a shaft collapsed killing the miners instantly. The victims’ bodies were taken to Rwamagana Hospital for post-mortem.  The District Police Commander Richard Rubagumya said only mining sites in Musha sector are operational. Mining is an economic activity in the district. Some of the minerals in the district are tin and wolfram.   Rubagumya said the collapse of the shaft was caused by torrential rain in the area which weakened the soils. He cautioned miners in the area to be watchful and desist from operating in risky and closed mining sites.Rubagumya advised the residents to form cooperatives that are recognised so they can get insurance and payment of indemnity.  '],1
['Tragedy yesterday morning struck Bugarama cell Jenda sector in Nyabihu District when a mudslide claimed the lives of three teenagers who were excavating for soil to build bricks for their houses.' '' 'The victims were identified as Marie Claire Nzayikunda 17 Nyirangabo Urayeneza 19 and Pascaline Uwurukundo 19. Ernest Niyigenda was rescued and taken to Jenda Health Centre.' '' 'The incident was reported by two other children who escaped from the scene unharmed.' '' 'The bodies were exhumed and handed over to their respective families for burial.' '' 'The Executive Secretary of Jenda Sector Theoneste Gashugi warned residents against extracting soil from risky sites.' '' '“The youth come from Karago Sector and were excavating for soil from risky sites. This is a new site. We had stopped people from doing so in such unprotected areas; we feel sorry for what happened here’’ Gashugi said.' '' '' 'Residents within the volcanic areas gather clay to mould bricks in particular sites which makes it risky since they have to dig deep to get to the right soil.'],1
['At least two children died this morning while hundreds of others were left homeless as floods from the Virunga Mountain continue to hit the Northern and Western Provinces.' '' 'The NewTimes journalist says 8-year-old boy died from Musanze District. A 12-year-old boy from Nyabihu District has also died.Floods resulting from heavy rains since Tuesday this week in Northern and Western Provinces have left several people homeless.' '' 'Several sectors in Musanze District and other surrounding areas have also been seriously affected.'],1
['RUBAVU- At least one person died from flooding after heavy rains on Saturday in Rubavu district with several houses destroyed an official said yesterday. The deceased only identified as Niyomukiza 3 was swept by floods that followed heavy rains and water released from River Sebeya which flows through Ngororero and Rutsiro districts.Also destroyed were several hectares of crops especially tea plantations which could have an effect on food security in the area.Niyomukiza was reportedly not at home when the heavy downpour muddled up with intense storms got underway parents said.Over 20 houses had been confirmed destroyed with many others partially affected as rescue and assessment exercises commenced on Sunday.The affected areas were Nyundo and Kanama sectors where two schools were flooded prompting school administrators to close indefinitely.Government officials from the ministries of Disaster Management Health Local Government and Natural Resources are currently on ground to assess the extent of the damage caused by these torrential floods.During an abrupt meeting Minister Stanislas Kamanzi of Natural Resources said they had recruited experts to carry out a comprehensive study and come up with suggestions on how to avoid such disasters in the future.“It has been noticed that some previous recommendations were not effectively executed in ensuring that this problem never happens again. That’s why this new team of experts has been put in place” Kamanzi said.He asserted that there was negligence in identifying the outlets of this river which normally causes flooding when annual agricultural rainy seasons begin.This follows similar incidents six months ago where similar floods left close to ten people dead and about 170 homes destroyed in the same area. Over 400 people were rendered homeless as heavy downpours pounded then.Antoine Ruvebana the Permanent Secretary at Ministry of Disaster Management and Refugee affairs said the government would provide relief to the affected families as it tries to come up with long term solutions.“We are trying to find foodstuffs and other relevant relief services as we embark on a renovation exercise of the houses for those who were affected” Ruvebana told residents during yesterday’s field visit.He said the flood victims would be compensated and helped in constructing new homes with the assistance of humanitarian organisations like the Red Cross and other developmental partners.Rubavu District Mayor Sheik Hassan Bahame said a communal exercise is scheduled tomorrow to help the affected communities avert the current situation.'],1
['MUHANGA- Three siblings who were killed by Thursday’s mudslides in Mushishiro Sector Muhanga District were yesterday laid to rest.' '' 'The childrendied instantly after a mudslide triggered by heavy rains swept away their home in Rwigerero Cell Rwuki Village. Several other homes were also affected.' '' 'The deceased were identified as: Simon Uwamahoro (4) Marie Fillette Umutoni (6) and Jean Bosco Rutebuka (9).' '' 'Other destruction caused by the rains could not be determined by press time however the sector leader Sixte Mungarakarama said that rains posed a major danger to residents who are mostly surrounded by hilly terrain.' '' 'Mayor Yvonne Mutakwasuku said: “The district will support the families of the victims and resettle the families in safer areas so as to avert similar accidents in the future”.' '' 'Meanwhile local officials have extended support to seven affected families.' '' 'The donation was handed over by Mutakwasuku and officials of the Ministry of Disaster Management this Friday.' '' 'They included maize flour rice sugar salt cooking oil and other household items.' '' 'A similar incident occurred on June 10 in 2007 in Twabumbago Village Nsanga Cell in Rugendabari Sector (North of Muhanga) which claimed the lives of two children.' ''],1
"['Two children died when torrential rains pounded Musheri Sector in Nyagatare District over the weekend.' '' 'Four other people sustained injuries while properties including houses and plantations were destroyed.' '' 'Several families were also left homeless.' '' ""“We suffered huge losses…It was a terrible experience we thought it was the same biblical flood that swept the world during Noah's days” Dina Nibagwire one of the affected residents told The New Times. "" '' 'According to local authorities 67 houses and an estimated 30 hectares of banana plantations were destroyed.']",1
['RUTSIRO - The 16th commemoration of the 1994 Genocide against the Tutsi in Rutsiro district kicked off on a sad note as over 20 people were by yesterday evening not yet accounted for following a boat accident in Lake Kivu that was caused by a heavy storm.' '' 'By press time six bodies had been recovered and of the 50 who miraculously survived the accident 19 were admitted in critical conditions at Kibuye Hospital in Karongi district.' '' 'The total number of passengers on board was also not yet confirmed by press time but officials but it at around 70.' 'The ill-fated engine boat was heading to Nyamunini Island on Lake Kivu to commemorate the Genocide in memory of the victims who were killed and dumped into the lake in 1994.' '' 'Those reported missing include top district officials like Felicien Nsigaye the district’s Finance Director Jean Marie Vianney Bitwarimana the procurement officer at the district and Alex Niyibizi the assistant director of education.' '' 'Security sources could not readily establish the exact cause of the accident but most survivors who talked to the The New Times maintained that despite the windy weather at the time of the accident the boat was also overloaded.' '' 'Protais Munyeshaka the coxswain who also survived attributed the accident to storms on the lake as a result of strong winds.' '' '“I have legal authorization of transporting 70 people in my boat. It is the strong wind that caused storms that forced the boat to overturn” Munyeshaka said.' '' 'Addressing mourners later on during the commemoration Western Province Governor Celestin Kabahizi consoled the bereaved families and the district leadership which suffered a major blow.' '' '“We are very sorry for our friends who attempted to join us in remembrance of victims of the ’94 Genocide but never made it. We extend our condolences to families of the deceased” Kabahizi said.'],1
Venezuelans Vote Early in Referendum on Chavez Rule (Reuters) Reuters - Venezuelans turned out early\and in large numbers on Sunday to vote in a historic referendum\that will either remove left-wing President Hugo Chavez from\office or give him a new mandate to govern for the next two\years.,0
"S.Koreans Clash with Police on Iraq Troop Dispatch (Reuters) Reuters - South Korean police used water cannon in\central Seoul Sunday to disperse at least 7,000 protesters\urging the government to reverse a controversial decision to\send more troops to Iraq.",0
"Palestinians in Israeli Jails Start Hunger Strike (Reuters) Reuters - Thousands of Palestinian\prisoners in Israeli jails began a hunger strike for better\conditions Sunday, but Israel's security minister said he\didn't care if they starved to death.",0
"Seven Georgian soldiers wounded as South Ossetia ceasefire violated (AFP) AFP - Sporadic gunfire and shelling took place overnight in the disputed Georgian region of South Ossetia in violation of a fragile ceasefire, wounding seven Georgian servicemen.",0
"Rwandan Troops Arrive in Darfur (AP) AP - Dozens of Rwandan soldiers flew into Sudan's troubled Darfur region Sunday, the first foreign armed force deployed in the area since Arab militiamen began a rampage against black African farmers, killing thousands.",0
"Rwanda Troops Airlifted to Start AU Mission in Darfur (Reuters) Reuters - Rwandan troops were airlifted on Sunday\to Sudan's Darfur as the first foreign force there, mandated to\protect observers monitoring a cease-fire between the Sudanese\government and rebels in the troubled western region.",0
"Bomb at India Independence Parade Kills 15 (AP) AP - A bomb exploded during an Independence Day parade in India's remote northeast Sunday, killing at least 15 people, including schoolchildren, while a rocket attack during a celebration at a school in the separatist region of Kashmir injured 17, officials said.",0
Australian FM to visit North Korea for talks on nuclear crisis (AFP) AFP - Australia's foreign minister will pay a rare visit to North Korea this week for talks on its nuclear programme after creating a stir here by warning a North Korean missile would be able to hit Sydney.,0
"Kerry Campaign Helping With Fla. Recovery (AP) AP - Democratic presidential candidate John Kerry does not plan to visit Florida in the aftermath of Hurricane Charley because he's concerned his campaign entourage could distract from recovery efforts, he said Saturday.",0
Edwards Calls for Changes to Drug Plans (AP) AP - Democratic vice presidential candidate John Edwards called for changes to prescription drug programs and praised running mate John Kerry's military and government service at an outdoor campaign rally here Saturday.,0
"Kerry leading Bush in key swing states (AFP) AFP - Although polls show the US presidential race a virtual dead heat, Democrat John Kerry appears to be gaining an edge over George W. Bush among the key states that could decide the outcome.",0
"Democratic Senator Urges Energy Reform (AP) AP - Congress must pass legislation to protect the nation's electricity grid if it wants to avoid repeats of the devastating outages that rolled across eight states last year, Sen. Maria Cantwell, D-Wash., said Saturday.",0
"Missouri Attorney General Sues EPA (AP) AP - Missouri's attorney general sued the federal environmental agency on Friday, saying it is behind on testing the state's air for lead as required by law.",0
"Mortars Mark Opening of Iraqi Political Conference  BAGHDAD (Reuters) - Insurgents fired mortars at a meeting  where Iraqi leaders met to pick an interim national assembly  Sunday, killing at least two people in a grim reminder of the  country's tortured path toward democracy.",0
"Japan Ministers Pay Homage at Shrine for War Dead  TOKYO (Reuters) - Three Japanese ministers paid homage at a  controversial shrine for war dead Sunday, the 59th anniversary  of Japan's World War II surrender, a move that drew anger from  Asian neighbors.",0
"Najaf battle a crucial test for Allawi Clashes between US troops and Sadr militiamen escalated Thursday, as the US surrounded Najaf for possible siege.",0
"Who are Ch #225;vez's opponents? On Sunday, Venezuelans will decide whether to cut short the president's term, which is due to end in 2006.",0
"Eye on Athens, China stresses a 'frugal' 2008 Olympics Amid a reevaluation, officials this week pushed the completion date for venues back to 2007.",0
Tense Iraq debates new assembly Talks on setting up an Iraqi assembly continue despite fresh violence in Baghdad and the Shia stronghold of Najaf.,0
Venezuelans vote on Chavez rule A referendum is under way in Venezuela to decide if President Hugo Chavez should remain in office.,0
"Pope celebrates Mass in Lourdes An ailing Pope John Paul II says Mass at Lourdes, the French shrine revered by Roman Catholics.",0
Rwandan soldiers arrive in Sudan Rwandan troops arrive in Sudan to help protect ceasefire monitors in the war-ravaged Darfur region.,0
Thorpe leads big guns Ian Thorpe sets the fastest time in the 200m freestyle as swimming's top names cruise into the semi-finals.,0
Mystery over judo 'protest' Iran's Arash Miresmaili withdraws from the Olympics amid confusion over his reasons.,0
Jackson probe 'should be public' Santa Barbara's sheriff asks a judge if he can release the results of an inquiry into Michael Jackson's treatment by police.,0
Rumsfeld warning for Iraq's Sadr The Iraq crisis and differences over Nato loom over the US Defence Secretary's meeting with his Russian counterpart.,0
"South Ossetia ceasefire discussed Georgia and South Ossetia negotiate the details of a truce they forged, despite reports of a village attack.",0
'Mock executions' for UK hostage The British journalist who was kidnapped in Iraq says he faced mock executions and tried to escape his captors.,0
India carries out rare execution A man convicted of raping and killing a schoolgirl is hanged in India's first execution in nine years.,0
Rowling reads to gathered fans Harry Potter author JK Rowling delights a small group of fans by giving her first public reading in Scotland for four years.,0
"President's fate is on the line in Venezuela CARACAS -- Partisans on both sides are calling it the most polarized and important election in Venezuela's history, a presidential recall referendum today that will determine the course of democracy here and could buffet world oil prices. Both campaigns are also utterly convinced they will win.",0
"Lamenting London's double-deckers Up-to-date buses supplant symbol LONDON -- On a sweltering August afternoon, George Watson wedged himself, his briefcase, his sports jacket, and his raincoat into a narrow seat aboard the profoundly un-air-conditioned No. 38 bus, as it resumed its rumble down High Holborn, in London's bustling city center.",0
"Clash among warlords casts doubt on Afghanistan's security KABUL, Afghanistan -- Rival militias clashed in western Afghanistan yesterday, reportedly killing 21 people and ramping up concern about security as the country prepares for landmark elections.",0
"Options running out as Najaf talks collapse BAGHDAD -- After more than a week of fighting between the Mahdi Army and the combined US and Iraqi forces in Najaf, Baghdad's Sadr City, and a half-dozen other cities, analysts say neither interim Prime Minister Iyad Allawi nor radical cleric Moqtada al-Sadr had any good options left other than to talk.",0
"Japanese youths' rage fuels wave of violent crime SASEBO, Japan -- On a cloudless afternoon in this sleepy port city, an 11-year-old girl drenched in blood and clutching a box cutter walked into the lunchroom at her elementary school. Teachers and students froze, assuming the sixth-grader known for her lighthearted nature had gravely hurt herself -- but she quickly dispelled that impression, witnesses said, by uttering a few ...",0
"NATO proclaims victory in Bosnia SARAJEVO, Bosnia-Herzegovina -- When NATO forces first came to Bosnia nearly a decade ago, they lived in heavily guarded compounds, patrolled the streets in tanks, and often wore full body armor.",0
"Koreans of mixed race tackle a prejudice SEOUL -- For years, Lee Yu Jin kept her secret. Whenever anybody asked -- and they did all the time as her celebrity as an actress and model spread -- she simply denied the rumors. No, she was not a foreigner. She was Korean.",0
"Venezuela Holds Referendum on President CARACAS, Venezuela - The opposition's long and bitter campaign to oust Venezuelan President Hugo Chavez finally came down to a recall referendum Sunday, with the leftist leader hoping a huge turnout among the poor will keep him in power.    Activists on both sides set off fireworks and blared recordings of bugle music to wake voters hours before dawn, hoping for a flood of early votes in their favor...",0
"Floridians Return to Storm-Ravaged Homes PUNTA GORDA, Fla. - After getting a first look at the widespread damage left behind by Hurricane Charley, Florida residents were faced with the arduous task of sorting through the wreckage, and for some, starting over again...",0
"Charley May Not Spike Insurance Premiums MIAMI - Hurricane Charley probably will not cause Floridians' insurance premiums to skyrocket like 1992's Andrew, and fewer insurers should go bankrupt from paying out damages expected to reach the billions of dollars, state and industry officials said Saturday.    They say previous premium increases and overhauls made because of Andrew, the most expensive natural disaster in U.S...",0
"Florida Residents Face Hurricane Wreckage PUNTA GORDA, Fla. - After getting a first look at the widespread damage left behind by Hurricane Charley, Florida residents were faced with the arduous task of sorting through the wreckage, and for some, starting over again...",0
"Phelps, Thorpe Advance in 200 Freestyle ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries...",0
"Venezuela Opposition Holds Recall Vote CARACAS, Venezuela - The opposition's long and bitter campaign to oust Venezuelan President Hugo Chavez finally came down to a recall referendum Sunday, with the leftist leader hoping a huge turnout among the poor will keep him in power.    Officials from around the world - including Pope John Paul II and U.S...",0
"Bomb at India Independence Parade Kills 15 NEW DELHI - A bomb exploded during an Independence Day parade in India's remote northeast on Sunday, killing at least 15 people, officials said, just an hour after Prime Minister Manmohan Singh pledged to fight terrorism. The outlawed United Liberation Front of Asom was suspected of being behind the attack in Assam state and a second one later in the area, said Assam Inspector General of Police Khagen Sharma...",0
"Memorial Service Held for Lori Hacking OREM, Utah - Family and friends of Lori Hacking gathered Saturday for a memorial service to remember the woman whom authorities believe was slain by her husband while she slept.    About 600 people attended the service, including the parents of both Lori Hacking and her husband, Mark, who has been charged with her murder...",0
"Phelps, Thorpe Advance in 200 Freestyle ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final.    Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries...",0
"Pilgrims Crowd Field for Mass With Pope LOURDES, France - A frail Pope John Paul II celebrated an open-air Mass on Sunday as several hundred thousand pilgrims, many in wheelchairs, crowded onto a field near a French shrine to the Virgin Mary that is associated with miraculous cures of the sick.    The Mass was a highlight of the Pope's two-day visit to Lourdes, a town in the Pyrenees where Roman Catholic tradition says St...",0
Iraqi Troops to Take Lead in Fighting Militia Iraq will send troops to Najaf to battle a Shiite Muslim militia after peace talks collapsed between the government and Moqtada Sadr.,0
High Stakes Showdown in Najaf The fallout from Shiites fighting U.S. Marines in a holy city could weaken Iraq's new government,0
Nearly 10 Million Afghans to Embrace Democracy (Reuters) Reuters - Thousands of U.S. troops in Afghanistan\may have failed to catch Osama bin Laden but they are credited\with encouraging millions of Afghans to register for the\country's historic election in October.,0
"Mortars Mark Opening of Iraqi Political Conference (Reuters) Reuters - Insurgents fired mortars at a meeting\where Iraqi leaders met to pick an interim national assembly\Sunday, killing at least two people in a grim reminder of the\country's tortuous path toward democracy.",0
"Conference Gives Iraq Democracy First Test (AP) AP - Despite the steady clang of mortar shells outside and persistent violence in the country, many delegates at the opening on Sunday of Iraq's National Conference held out hope that this first fragile taste of democracy would succeed.",0
"Countries Run Drills for Panana Attack (AP) AP - The U.S. Coast Guard boarded the ship in the choppy Caribbean waters and began counting crew members, but the numbers did not match those given earlier.",0
"Police push for surveillance fee on customers' phone, Internet bills (Canadian Press) Canadian Press - OTTAWA (CP) - Canada's police chiefs propose a surcharge of about 25 cents on monthly telephone and Internet bills to cover the cost of tapping into the communications of terrorists and other criminals.",0
Bush should have tackled reform before naming CIA boss: lawmaker (AFP) AFP - The top Democrat on the House intelligence committee urged fellow lawmakers not to allow confirmation hearings on a new CIA director to derail efforts to overhaul US spy agencies.,0
"Venezuelans Rush to Vote in Referendum on Chavez  CARACAS, Venezuela (Reuters) - Venezuelans crowded polling  stations on Sunday to vote on whether to recall left-wing  President Hugo Chavez or back his mandate to govern the world's  No. 5 oil exporter for the next two years.",0
"TV: Iraqi Kidnappers of Iran Envoy Want POWs Freed  TEHRAN (Reuters) - Kidnappers holding an Iranian diplomat  in Iraq will ""punish"" him within 48 hours if Iran does not  release 500 prisoners captured in its 1980-1988 war with Iraq,  Iranian state television said Sunday.",0
Nearly 10 Million Afghans to Embrace Democracy  KABUL (Reuters) - Thousands of U.S. troops in Afghanistan  may have failed to catch Osama bin Laden but they are credited  with encouraging millions of Afghans to register for the  country's historic election in October.,0
"Rebranded Liechtenstein Welcomes Fresh Prince  VADUZ, Liechtenstein (Reuters) - The people of  Liechtenstein ushered in a new era Sunday as the tiny Alpine  principality welcomed a new ruler and sought to shed its image  as a haven for money launderers.",0
France marks the 'other D-Day' Two days of celebrations to honour the Allied veterans who liberated southern France near a climax.,0
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.",0
Iraq troops move angers S Koreans Clashes with riot police erupt as thousands protest in Seoul against plans to send troops to help US-led forces in Iraq.,0
Bush Surveys Damage in Florida as Toll Is Expected to Mount Hurricane Charley - one of the most powerful storms in the nation's history - caused at least \$20 billion in damage in Florida alone.,0
"Phelps, Rival Thorpe in 200M-Free Semis ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final.    Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries...",0
"Pope Struggles Through Mass at Lourdes LOURDES, France - A sick man among the sick, Pope John Paul II struggled through Sunday Mass at a French shrine that draws desperate people seeking miracle cures. The 84-year-old pontiff gasped, trembled and asked aides for help during the 2 1/2 hour service in sizzling heat...",0
"Singh, Leonard in Final Pairing at PGA HAVEN, Wis. - Whistling Straits is suddenly the least of anyone's worries...",0
"Venezuela Voters Turn Out in Huge Numbers CARACAS, Venezuela - Voters turned out in huge numbers Sunday to decide whether to keep populist President Hugo Chavez in power or oust him and his social revolution that critics say has sidelined the middle class and fueled tensions between rich and poor.    Activists on both sides set off huge firecrackers and played recorded bugle songs to wake voters hours before dawn...",0
"Reservists Say War Makes Them Lose Jobs WASHINGTON - Increasing numbers of National Guard and Reserve troops who have returned from war in Iraq and Afghanistan are encountering new battles with their civilian employers at home. Jobs were eliminated, benefits reduced and promotions forgotten...",0
"Wildfire Sweeps by Old Calif. Mining Town REDDING, Calif. - A wind-fueled wildfire roared through an old mining town near Redding on Sunday, destroying 20 homes and forcing nearly 125 residents to flee, officials said...",0
"Charley Damage Estimated at \$11 Billion PUNTA GORDA, Fla. - As Florida residents began sweeping up the wreckage left behind by Hurricane Charley, officials on Sunday estimated damages as high as \$11 billion for insured homes alone...",0
"Parks Canada protest greets prime minister at closing of Acadian Congress (Canadian Press) Canadian Press - GRAND PRE, N.S. (CP) - Prime Minister Paul Martin was met with a silent protest Sunday as he attended the closing of the World Acadian Congress in Nova Scotia.",0
"Palestinians in Israeli Jails Start Hunger Strike  RAMALLAH, West Bank (Reuters) - Thousands of Palestinian  prisoners in Israeli jails began a hunger strike for better  conditions on Sunday, but Israel's security minister said he  didn't care if they starved to death.",0
